idx,R,G,B,hex,kind,col,row
1774,253,179,213,#FDB3D5,singleton,45,27
1775,141,196,171,#8DC4AB,singleton,46,27
1776,250,196,154,#FAC49A,singleton,47,27
1777,131,212,248,#83D4F8,singleton,48,27
1778,175,197,225,#AFC5E1,singleton,49,27
1779,229,233,223,#E5E9DF,singleton,50,27
1780,226,201,189,#E2C9BD,singleton,51,27
1781,178,196,129,#B2C481,singleton,52,27
1782,152,205,161,#98CDA1,singleton,53,27
1783,249,210,227,#F9D2E3,singleton,54,27
1784,245,190,130,#F5BE82,singleton,55,27
1785,179,252,214,#B3FCD6,singleton,56,27
1786,154,211,173,#9AD3AD,singleton,57,27
1787,172,175,164,#ACAFA4,singleton,58,27
1788,153,202,186,#99CABA,singleton,59,27
1789,225,201,227,#E1C9E3,singleton,60,27
1790,174,184,206,#AEB8CE,singleton,61,27
1791,206,191,161,#CEBFA1,singleton,62,27
1792,227,202,238,#E3CAEE,singleton,63,27
1793,211,243,246,#D3F3F6,singleton,0,28
1794,137,129,241,#8981F1,singleton,1,28
1795,182,141,149,#B68D95,singleton,2,28
1796,245,252,200,#F5FCC8,singleton,3,28
1797,139,202,149,#8BCA95,singleton,4,28
1798,177,180,153,#B1B499,singleton,5,28
1799,153,152,250,#9998FA,singleton,6,28
1800,198,182,131,#C6B683,singleton,7,28
1801,189,202,154,#BDCA9A,singleton,8,28
1802,148,166,254,#94A6FE,singleton,9,28
1803,223,207,177,#DFCFB1,singleton,10,28
1804,231,198,223,#E7C6DF,singleton,11,28
1805,182,162,173,#B6A2AD,singleton,12,28
1806,153,177,222,#99B1DE,singleton,13,28
1807,164,235,205,#A4EBCD,singleton,14,28
1808,154,162,237,#9AA2ED,singleton,15,28
1809,185,156,138,#B99C8A,singleton,16,28
1810,136,201,177,#88C9B1,singleton,17,28
1811,243,140,188,#F38CBC,singleton,18,28
1812,242,203,181,#F2CBB5,singleton,19,28
1813,214,160,230,#D6A0E6,singleton,20,28
1814,150,149,172,#9695AC,singleton,21,28
1815,150,162,131,#96A283,singleton,22,28
1816,181,249,145,#B5F991,singleton,23,28
1817,235,229,181,#EBE5B5,singleton,24,28
1818,189,161,202,#BDA1CA,singleton,25,28
1819,181,163,167,#B5A3A7,singleton,26,28
1820,172,219,136,#ACDB88,singleton,27,28
1821,242,215,133,#F2D785,singleton,28,28
1822,255,243,185,#FFF3B9,singleton,29,28
1823,162,195,214,#A2C3D6,singleton,30,28
1824,247,220,193,#F7DCC1,singleton,31,28
1825,212,141,213,#D48DD5,singleton,32,28
1826,144,129,255,#9081FF,singleton,33,28
1827,233,131,162,#E983A2,singleton,34,28
1828,248,156,227,#F89CE3,singleton,35,28
1829,251,181,234,#FBB5EA,singleton,36,28
1830,241,188,167,#F1BCA7,singleton,37,28
1831,141,169,197,#8DA9C5,singleton,38,28
1832,221,163,189,#DDA3BD,singleton,39,28
1833,166,151,174,#A697AE,singleton,40,28
1834,201,146,181,#C992B5,singleton,41,28
1835,186,243,136,#BAF388,singleton,42,28
1836,242,232,146,#F2E892,singleton,43,28
1837,245,149,160,#F595A0,singleton,44,28
1838,168,194,214,#A8C2D6,singleton,45,28
1839,229,249,186,#E5F9BA,singleton,46,28
1840,160,130,189,#A082BD,singleton,47,28
1841,206,176,134,#CEB086,singleton,48,28
1842,174,232,178,#AEE8B2,singleton,49,28
1843,251,247,234,#FBF7EA,singleton,50,28
1844,150,248,235,#96F8EB,singleton,51,28
1845,207,159,240,#CF9FF0,singleton,52,28
1846,236,189,168,#ECBDA8,singleton,53,28
1847,218,136,204,#DA88CC,singleton,54,28
1848,215,251,167,#D7FBA7,singleton,55,28
1849,134,229,229,#86E5E5,singleton,56,28
1850,237,247,169,#EDF7A9,singleton,57,28
1851,130,133,147,#828593,singleton,58,28
1852,240,250,225,#F0FAE1,singleton,59,28
1853,174,139,138,#AE8B8A,singleton,60,28
1854,213,246,240,#D5F6F0,singleton,61,28
1855,167,221,155,#A7DD9B,singleton,62,28
1856,180,215,162,#B4D7A2,singleton,63,28
1857,229,248,187,#E5F8BB,singleton,0,29
1858,145,198,249,#91C6F9,singleton,1,29
1859,240,245,180,#F0F5B4,singleton,2,29
1860,223,166,130,#DFA682,singleton,3,29
1861,204,141,255,#CC8DFF,singleton,4,29
1862,192,147,242,#C093F2,singleton,5,29
1863,214,222,164,#D6DEA4,singleton,6,29
1864,142,190,177,#8EBEB1,singleton,7,29
1865,157,132,145,#9D8491,singleton,8,29
1866,219,175,157,#DBAF9D,singleton,9,29
1867,138,209,140,#8AD18C,singleton,10,29
1868,194,135,254,#C287FE,singleton,11,29
1869,237,240,190,#EDF0BE,singleton,12,29
1870,140,128,193,#8C80C1,singleton,13,29
1871,172,206,228,#ACCEE4,singleton,14,29
1872,135,136,233,#8788E9,singleton,15,29
1873,240,230,201,#F0E6C9,singleton,16,29
1874,168,221,249,#A8DDF9,singleton,17,29
1875,253,214,185,#FDD6B9,singleton,18,29
1876,137,244,193,#89F4C1,singleton,19,29
1877,232,147,198,#E893C6,singleton,20,29
1878,150,212,212,#96D4D4,singleton,21,29
1879,245,137,133,#F58985,singleton,22,29
1880,128,210,162,#80D2A2,singleton,23,29
1881,179,189,221,#B3BDDD,singleton,24,29
1882,160,225,239,#A0E1EF,singleton,25,29
1883,204,149,250,#CC95FA,singleton,26,29
1884,167,234,200,#A7EAC8,singleton,27,29
1885,211,225,244,#D3E1F4,singleton,28,29
1886,147,196,176,#93C4B0,singleton,29,29
1887,196,227,252,#C4E3FC,singleton,30,29
1888,252,176,235,#FCB0EB,singleton,31,29
1889,189,149,249,#BD95F9,singleton,32,29
1890,135,136,255,#8788FF,singleton,33,29
1891,227,239,147,#E3EF93,singleton,34,29
1892,166,244,159,#A6F49F,singleton,35,29
1893,155,220,244,#9BDCF4,singleton,36,29
1894,202,188,221,#CABCDD,singleton,37,29
1895,198,192,169,#C6C0A9,singleton,38,29
1896,253,194,242,#FDC2F2,singleton,39,29
1897,223,225,196,#DFE1C4,singleton,40,29
1898,211,188,239,#D3BCEF,singleton,41,29
1899,165,182,140,#A5B68C,singleton,42,29
1900,241,226,204,#F1E2CC,singleton,43,29
1901,244,188,132,#F4BC84,singleton,44,29
1902,252,195,250,#FCC3FA,singleton,45,29
1903,180,172,235,#B4ACEB,singleton,46,29
1904,212,247,230,#D4F7E6,singleton,47,29
1905,188,249,166,#BCF9A6,singleton,48,29
1906,157,181,239,#9DB5EF,singleton,49,29
1907,194,191,209,#C2BFD1,singleton,50,29
1908,135,175,175,#87AFAF,singleton,51,29
1909,184,143,178,#B88FB2,singleton,52,29
1910,163,128,190,#A380BE,singleton,53,29
1911,146,169,250,#92A9FA,singleton,54,29
1912,167,212,254,#A7D4FE,singleton,55,29
1913,217,201,252,#D9C9FC,singleton,56,29
1914,174,200,150,#AEC896,singleton,57,29
1915,133,138,233,#858AE9,singleton,58,29
1916,221,151,194,#DD97C2,singleton,59,29
1917,200,135,128,#C88780,singleton,60,29
1918,156,174,162,#9CAEA2,singleton,61,29
1919,249,237,141,#F9ED8D,singleton,62,29
1920,212,194,179,#D4C2B3,singleton,63,29
1921,198,144,171,#C690AB,singleton,0,30
1922,173,193,206,#ADC1CE,singleton,1,30
1923,236,148,164,#EC94A4,singleton,2,30
1924,166,196,235,#A6C4EB,singleton,3,30
1925,242,147,246,#F293F6,singleton,4,30
1926,186,128,163,#BA80A3,singleton,5,30
1927,197,218,247,#C5DAF7,singleton,6,30
1928,240,218,247,#F0DAF7,singleton,7,30
1929,189,246,250,#BDF6FA,singleton,8,30
1930,215,173,231,#D7ADE7,singleton,9,30
1931,241,132,134,#F18486,singleton,10,30
1932,200,230,184,#C8E6B8,singleton,11,30
1933,234,216,201,#EAD8C9,singleton,12,30
1934,141,184,193,#8DB8C1,singleton,13,30
1935,157,161,195,#9DA1C3,singleton,14,30
1936,148,169,154,#94A99A,singleton,15,30
1937,171,190,235,#ABBEEB,singleton,16,30
1938,233,142,231,#E98EE7,singleton,17,30
1939,187,214,181,#BBD6B5,singleton,18,30
1940,179,239,202,#B3EFCA,singleton,19,30
1941,211,148,230,#D394E6,singleton,20,30
1942,188,181,191,#BCB5BF,singleton,21,30
1943,228,169,172,#E4A9AC,singleton,22,30
1944,189,208,167,#BDD0A7,singleton,23,30
1945,217,170,233,#D9AAE9,singleton,24,30
1946,244,210,184,#F4D2B8,singleton,25,30
1947,180,169,204,#B4A9CC,singleton,26,30
1948,223,170,238,#DFAAEE,singleton,27,30
1949,250,135,244,#FA87F4,singleton,28,30
1950,158,140,143,#9E8C8F,singleton,29,30
1951,130,182,232,#82B6E8,singleton,30,30
1952,254,198,220,#FEC6DC,singleton,31,30
1953,155,224,235,#9BE0EB,singleton,32,30
1954,129,151,255,#8197FF,singleton,33,30
1955,237,238,237,#EDEEED,singleton,34,30
1956,195,142,228,#C38EE4,singleton,35,30
1957,253,197,131,#FDC583,singleton,36,30
1958,252,254,197,#FCFEC5,singleton,37,30
1959,253,243,233,#FDF3E9,singleton,38,30
1960,247,192,173,#F7C0AD,singleton,39,30
1961,202,196,155,#CAC49B,singleton,40,30
1962,156,186,152,#9CBA98,singleton,41,30
1963,190,218,226,#BEDAE2,singleton,42,30
1964,140,217,240,#8CD9F0,singleton,43,30
1965,204,176,249,#CCB0F9,singleton,44,30
1966,204,241,188,#CCF1BC,singleton,45,30
1967,128,182,248,#80B6F8,singleton,46,30
1968,144,160,198,#90A0C6,singleton,47,30
1969,139,133,183,#8B85B7,singleton,48,30
1970,162,128,210,#A280D2,singleton,49,30
1971,242,163,159,#F2A39F,singleton,50,30
1972,189,184,233,#BDB8E9,singleton,51,30
1973,227,208,178,#E3D0B2,singleton,52,30
1974,212,132,179,#D484B3,singleton,53,30
1975,128,240,236,#80F0EC,singleton,54,30
1976,146,175,205,#92AFCD,singleton,55,30
1977,203,176,129,#CBB081,singleton,56,30
1978,172,246,137,#ACF689,singleton,57,30
1979,180,185,163,#B4B9A3,singleton,58,30
1980,212,143,180,#D48FB4,singleton,59,30
1981,224,155,217,#E09BD9,singleton,60,30
1982,143,153,181,#8F99B5,singleton,61,30
1983,208,141,246,#D08DF6,singleton,62,30
1984,143,232,160,#8FE8A0,singleton,63,30
1985,136,171,178,#88ABB2,singleton,0,31
1986,196,143,175,#C48FAF,singleton,1,31
1987,218,249,213,#DAF9D5,singleton,2,31
1988,233,214,207,#E9D6CF,singleton,3,31
1989,208,197,171,#D0C5AB,singleton,4,31
1990,149,136,255,#9588FF,singleton,5,31
1991,197,142,192,#C58EC0,singleton,6,31
1992,253,242,231,#FDF2E7,singleton,7,31
1993,216,240,214,#D8F0D6,singleton,8,31
1994,182,192,161,#B6C0A1,singleton,9,31
1995,214,188,199,#D6BCC7,singleton,10,31
1996,224,163,202,#E0A3CA,singleton,11,31
1997,214,239,169,#D6EFA9,singleton,12,31
1998,185,188,202,#B9BCCA,singleton,13,31
1999,222,247,197,#DEF7C5,singleton,14,31
2000,137,190,211,#89BED3,singleton,15,31
2001,136,186,132,#88BA84,singleton,16,31
2002,247,201,217,#F7C9D9,singleton,17,31
2003,223,138,184,#DF8AB8,singleton,18,31
2004,202,235,158,#CAEB9E,singleton,19,31
2005,216,163,184,#D8A3B8,singleton,20,31
2006,179,146,153,#B39299,singleton,21,31
2007,135,239,161,#87EFA1,singleton,22,31
2008,224,190,152,#E0BE98,singleton,23,31
2009,213,209,147,#D5D193,singleton,24,31
2010,170,158,250,#AA9EFA,singleton,25,31
2011,161,206,177,#A1CEB1,singleton,26,31
2012,130,172,133,#82AC85,singleton,27,31
2013,155,222,242,#9BDEF2,singleton,28,31
2014,236,128,151,#EC8097,singleton,29,31
2015,145,140,132,#918C84,singleton,30,31
2016,138,154,213,#8A9AD5,singleton,31,31
2017,220,170,228,#DCAAE4,singleton,32,31
2018,149,128,231,#9580E7,singleton,33,31
2019,177,167,252,#B1A7FC,singleton,34,31
2020,235,161,247,#EBA1F7,singleton,35,31
2021,197,180,235,#C5B4EB,singleton,36,31
2022,188,167,156,#BCA79C,singleton,37,31
2023,236,213,246,#ECD5F6,singleton,38,31
2024,178,151,179,#B297B3,singleton,39,31
2025,166,154,238,#A69AEE,singleton,40,31
2026,137,206,177,#89CEB1,singleton,41,31
2027,148,201,181,#94C9B5,singleton,42,31
2028,189,204,243,#BDCCF3,singleton,43,31
2029,150,246,204,#96F6CC,singleton,44,31
2030,226,208,132,#E2D084,singleton,45,31
2031,136,175,188,#88AFBC,singleton,46,31
2032,250,166,204,#FAA6CC,singleton,47,31
2033,171,212,227,#ABD4E3,singleton,48,31
2034,231,157,196,#E79DC4,singleton,49,31
2035,223,169,146,#DFA992,singleton,50,31
2036,176,132,230,#B084E6,singleton,51,31
2037,223,166,216,#DFA6D8,singleton,52,31
2038,202,215,215,#CAD7D7,singleton,53,31
2039,193,135,230,#C187E6,singleton,54,31
2040,247,166,177,#F7A6B1,singleton,55,31
2041,207,137,132,#CF8984,singleton,56,31
2042,240,169,231,#F0A9E7,singleton,57,31
2043,246,171,243,#F6ABF3,singleton,58,31
2044,161,221,249,#A1DDF9,singleton,59,31
2045,205,172,171,#CDACAB,singleton,60,31
2046,240,221,162,#F0DDA2,singleton,61,31
2047,225,228,240,#E1E4F0,singleton,62,31
2048,229,130,169,#E582A9,singleton,63,31
2049,171,190,216,#ABBED8,singleton,0,32
2050,228,185,158,#E4B99E,singleton,1,32
2051,228,179,173,#E4B3AD,singleton,2,32
2052,178,151,147,#B29793,singleton,3,32
2053,192,237,127,#C0ED7F,singleton,4,32
2054,170,185,217,#AAB9D9,singleton,5,32
2055,242,189,200,#F2BDC8,singleton,6,32
2056,222,252,170,#DEFCAA,singleton,7,32
2057,171,208,169,#ABD0A9,singleton,8,32
2058,195,150,192,#C396C0,singleton,9,32
2059,191,233,134,#BFE986,singleton,10,32
2060,217,196,234,#D9C4EA,singleton,11,32
2061,142,146,241,#8E92F1,singleton,12,32
2062,169,158,213,#A99ED5,singleton,13,32
2063,203,154,147,#CB9A93,singleton,14,32
2064,151,175,239,#97AFEF,singleton,15,32
2065,162,182,170,#A2B6AA,singleton,16,32
2066,151,241,195,#97F1C3,singleton,17,32
2067,224,204,193,#E0CCC1,singleton,18,32
2068,173,184,232,#ADB8E8,singleton,19,32
2069,245,160,156,#F5A09C,singleton,20,32
2070,236,242,173,#ECF2AD,singleton,21,32
2071,140,229,168,#8CE5A8,singleton,22,32
2072,148,155,166,#949BA6,singleton,23,32
2073,231,158,129,#E79E81,singleton,24,32
2074,157,146,225,#9D92E1,singleton,25,32
2075,149,147,160,#9593A0,singleton,26,32
2076,185,161,223,#B9A1DF,singleton,27,32
2077,149,167,247,#95A7F7,singleton,28,32
2078,194,248,248,#C2F8F8,singleton,29,32
2079,169,224,217,#A9E0D9,singleton,30,32
2080,136,222,155,#88DE9B,singleton,31,32
2081,141,222,167,#8DDEA7,singleton,32,32
2082,178,133,228,#B285E4,singleton,33,32
2083,198,141,154,#C68D9A,singleton,34,32
2084,131,175,210,#83AFD2,singleton,35,32
2085,193,194,184,#C1C2B8,singleton,36,32
2086,223,150,163,#DF96A3,singleton,37,32
2087,200,187,254,#C8BBFE,singleton,38,32
2088,188,213,201,#BCD5C9,singleton,39,32
2089,181,200,236,#B5C8EC,singleton,40,32
2090,175,234,186,#AFEABA,singleton,41,32
2091,204,222,191,#CCDEBF,singleton,42,32
2092,229,143,179,#E58FB3,singleton,43,32
2093,185,175,136,#B9AF88,singleton,44,32
2094,214,242,147,#D6F293,singleton,45,32
2095,196,145,247,#C491F7,singleton,46,32
2096,163,128,182,#A380B6,singleton,47,32
2097,190,201,201,#BEC9C9,singleton,48,32
2098,181,191,162,#B5BFA2,singleton,49,32
2099,155,208,136,#9BD088,singleton,50,32
2100,221,175,193,#DDAFC1,singleton,51,32
2101,220,150,161,#DC96A1,singleton,52,32
2102,223,182,208,#DFB6D0,singleton,53,32
2103,146,219,178,#92DBB2,singleton,54,32
2104,133,165,230,#85A5E6,singleton,55,32
2105,154,241,200,#9AF1C8,singleton,56,32
2106,234,247,196,#EAF7C4,singleton,57,32
2107,209,145,199,#D191C7,singleton,58,32
2108,181,240,160,#B5F0A0,singleton,59,32
2109,240,150,158,#F0969E,singleton,60,32
2110,156,200,190,#9CC8BE,singleton,61,32
2111,170,219,255,#AADBFF,singleton,62,32
2112,198,249,219,#C6F9DB,singleton,63,32
2113,241,228,218,#F1E4DA,singleton,0,33
2114,166,144,164,#A690A4,singleton,1,33
2115,131,185,163,#83B9A3,singleton,2,33
2116,225,154,206,#E19ACE,singleton,3,33
2117,216,176,217,#D8B0D9,singleton,4,33
2118,195,139,157,#C38B9D,singleton,5,33
2119,248,166,165,#F8A6A5,singleton,6,33
2120,128,238,158,#80EE9E,singleton,7,33
2121,178,245,146,#B2F592,singleton,8,33
2122,243,218,201,#F3DAC9,singleton,9,33
2123,230,211,247,#E6D3F7,singleton,10,33
2124,237,249,146,#EDF992,singleton,11,33
2125,233,170,128,#E9AA80,singleton,12,33
2126,145,152,219,#9198DB,singleton,13,33
2127,253,142,252,#FD8EFC,singleton,14,33
2128,207,195,151,#CFC397,singleton,15,33
2129,228,230,207,#E4E6CF,singleton,16,33
2130,225,205,211,#E1CDD3,singleton,17,33
2131,180,240,245,#B4F0F5,singleton,18,33
2132,186,244,154,#BAF49A,singleton,19,33
2133,145,143,222,#918FDE,singleton,20,33
2134,216,250,198,#D8FAC6,singleton,21,33
2135,214,235,182,#D6EBB6,singleton,22,33
2136,198,218,224,#C6DAE0,singleton,23,33
2137,156,213,243,#9CD5F3,singleton,24,33
2138,238,130,223,#EE82DF,singleton,25,33
2139,162,226,177,#A2E2B1,singleton,26,33
2140,250,142,243,#FA8EF3,singleton,27,33
2141,250,133,133,#FA8585,singleton,28,33
2142,163,184,136,#A3B888,singleton,29,33
2143,156,173,181,#9CADB5,singleton,30,33
2144,229,145,162,#E591A2,singleton,31,33
2145,215,164,147,#D7A493,singleton,32,33
2146,154,188,235,#9ABCEB,singleton,33,33
2147,224,157,139,#E09D8B,singleton,34,33
2148,238,196,247,#EEC4F7,singleton,35,33
2149,222,197,236,#DEC5EC,singleton,36,33
2150,149,152,145,#959891,singleton,37,33
2151,232,150,128,#E89680,singleton,38,33
2152,234,221,244,#EADDF4,singleton,39,33
2153,192,178,178,#C0B2B2,singleton,40,33
2154,173,169,172,#ADA9AC,singleton,41,33
2155,170,182,195,#AAB6C3,singleton,42,33
2156,209,150,222,#D196DE,singleton,43,33
2157,203,235,233,#CBEBE9,singleton,44,33
2158,217,153,240,#D999F0,singleton,45,33
2159,231,139,192,#E78BC0,singleton,46,33
2160,140,196,242,#8CC4F2,singleton,47,33
2161,155,134,148,#9B8694,singleton,48,33
2162,163,252,250,#A3FCFA,singleton,49,33
2163,161,236,197,#A1ECC5,singleton,50,33
2164,158,244,197,#9EF4C5,singleton,51,33
2165,164,178,243,#A4B2F3,singleton,52,33
2166,222,195,140,#DEC38C,singleton,53,33
2167,180,141,174,#B48DAE,singleton,54,33
2168,142,201,172,#8EC9AC,singleton,55,33
2169,167,142,252,#A78EFC,singleton,56,33
2170,143,129,209,#8F81D1,singleton,57,33
2171,179,179,237,#B3B3ED,singleton,58,33
2172,192,146,162,#C092A2,singleton,59,33
2173,150,133,185,#9685B9,singleton,60,33
2174,199,175,169,#C7AFA9,singleton,61,33
2175,152,172,246,#98ACF6,singleton,62,33
2176,163,180,230,#A3B4E6,singleton,63,33
2177,252,136,199,#FC88C7,singleton,0,34
2178,179,215,182,#B3D7B6,singleton,1,34
2179,195,140,189,#C38CBD,singleton,2,34
2180,232,251,237,#E8FBED,singleton,3,34
2181,253,145,234,#FD91EA,singleton,4,34
2182,243,234,192,#F3EAC0,singleton,5,34
2183,215,227,159,#D7E39F,singleton,6,34
2184,209,199,189,#D1C7BD,singleton,7,34
2185,210,235,221,#D2EBDD,singleton,8,34
2186,132,245,156,#84F59C,singleton,9,34
2187,180,131,217,#B483D9,singleton,10,34
2188,149,146,248,#9592F8,singleton,11,34
2189,137,255,218,#89FFDA,singleton,12,34
2190,155,190,194,#9BBEC2,singleton,13,34
2191,228,174,137,#E4AE89,singleton,14,34
2192,203,202,157,#CBCA9D,singleton,15,34
2193,190,164,192,#BEA4C0,singleton,16,34
2194,181,203,208,#B5CBD0,singleton,17,34
2195,198,170,192,#C6AAC0,singleton,18,34
2196,137,224,235,#89E0EB,singleton,19,34
2197,216,190,150,#D8BE96,singleton,20,34
2198,160,178,247,#A0B2F7,singleton,21,34
2199,147,231,253,#93E7FD,singleton,22,34
2200,241,233,235,#F1E9EB,singleton,23,34
2201,229,159,231,#E59FE7,singleton,24,34
2202,153,236,152,#99EC98,singleton,25,34
2203,179,134,161,#B386A1,singleton,26,34
2204,191,197,208,#BFC5D0,singleton,27,34
2205,218,254,183,#DAFEB7,singleton,28,34
2206,136,206,231,#88CEE7,singleton,29,34
2207,183,255,157,#B7FF9D,singleton,30,34
2208,238,221,188,#EEDDBC,singleton,31,34
2209,238,195,250,#EEC3FA,singleton,32,34
2210,136,155,241,#889BF1,singleton,33,34
2211,159,204,186,#9FCCBA,singleton,34,34
2212,213,207,171,#D5CFAB,singleton,35,34
2213,232,172,189,#E8ACBD,singleton,36,34
2214,167,214,218,#A7D6DA,singleton,37,34
2215,201,152,248,#C998F8,singleton,38,34
2216,196,196,179,#C4C4B3,singleton,39,34
2217,191,138,152,#BF8A98,singleton,40,34
2218,149,185,233,#95B9E9,singleton,41,34
2219,205,245,193,#CDF5C1,singleton,42,34
2220,169,170,168,#A9AAA8,singleton,43,34
2221,157,161,206,#9DA1CE,singleton,44,34
2222,190,159,247,#BE9FF7,singleton,45,34
2223,150,133,174,#9685AE,singleton,46,34
2224,139,160,160,#8BA0A0,singleton,47,34
2225,169,143,168,#A98FA8,singleton,48,34
2226,194,164,196,#C2A4C4,singleton,49,34
2227,195,169,253,#C3A9FD,singleton,50,34
2228,198,210,172,#C6D2AC,singleton,51,34
2229,201,137,146,#C98992,singleton,52,34
2230,208,135,217,#D087D9,singleton,53,34
2231,234,189,129,#EABD81,singleton,54,34
2232,149,137,180,#9589B4,singleton,55,34
2233,139,138,248,#8B8AF8,singleton,56,34
2234,128,174,191,#80AEBF,singleton,57,34
2235,133,179,233,#85B3E9,singleton,58,34
2236,247,235,169,#F7EBA9,singleton,59,34
2237,192,137,208,#C089D0,singleton,60,34
2238,251,230,128,#FBE680,singleton,61,34
2239,169,214,206,#A9D6CE,singleton,62,34
2240,160,244,150,#A0F496,singleton,63,34
2241,228,197,253,#E4C5FD,singleton,0,35
2242,212,160,225,#D4A0E1,singleton,1,35
2243,158,147,132,#9E9384,singleton,2,35
2244,243,182,153,#F3B699,singleton,3,35
2245,203,194,250,#CBC2FA,singleton,4,35
2246,190,192,158,#BEC09E,singleton,5,35
2247,194,209,156,#C2D19C,singleton,6,35
2248,232,143,253,#E88FFD,singleton,7,35
2249,136,237,215,#88EDD7,singleton,8,35
2250,128,234,179,#80EAB3,singleton,9,35
2251,229,234,149,#E5EA95,singleton,10,35
2252,225,155,232,#E19BE8,singleton,11,35
2253,193,176,145,#C1B091,singleton,12,35
2254,131,172,235,#83ACEB,singleton,13,35
2255,164,204,210,#A4CCD2,singleton,14,35
2256,182,175,163,#B6AFA3,singleton,15,35
2257,133,234,149,#85EA95,singleton,16,35
2258,175,222,162,#AFDEA2,singleton,17,35
2259,248,251,180,#F8FBB4,singleton,18,35
2260,255,203,178,#FFCBB2,singleton,19,35
2261,138,157,168,#8A9DA8,singleton,20,35
2262,209,141,203,#D18DCB,singleton,21,35
2263,132,233,166,#84E9A6,singleton,22,35
2264,145,252,143,#91FC8F,singleton,23,35
2265,140,186,249,#8CBAF9,singleton,24,35
2266,197,195,195,#C5C3C3,singleton,25,35
2267,170,209,189,#AAD1BD,singleton,26,35
2268,179,251,255,#B3FBFF,singleton,27,35
2269,157,181,139,#9DB58B,singleton,28,35
2270,241,232,159,#F1E89F,singleton,29,35
2271,179,193,228,#B3C1E4,singleton,30,35
2272,222,252,186,#DEFCBA,singleton,31,35
2273,174,211,189,#AED3BD,singleton,32,35
2274,131,152,226,#8398E2,singleton,33,35
2275,252,243,237,#FCF3ED,singleton,34,35
2276,133,162,163,#85A2A3,singleton,35,35
2277,169,179,183,#A9B3B7,singleton,36,35
2278,241,212,249,#F1D4F9,singleton,37,35
2279,244,213,161,#F4D5A1,singleton,38,35
2280,168,179,215,#A8B3D7,singleton,39,35
2281,191,145,128,#BF9180,singleton,40,35
2282,134,221,186,#86DDBA,singleton,41,35
2283,170,173,188,#AAADBC,singleton,42,35
2284,190,150,239,#BE96EF,singleton,43,35
2285,132,163,159,#84A39F,singleton,44,35
2286,248,182,135,#F8B687,singleton,45,35
2287,145,151,147,#919793,singleton,46,35
2288,231,200,180,#E7C8B4,singleton,47,35
2289,231,193,236,#E7C1EC,singleton,48,35
2290,234,233,166,#EAE9A6,singleton,49,35
2291,152,133,159,#98859F,singleton,50,35
2292,230,197,159,#E6C59F,singleton,51,35
2293,195,245,148,#C3F594,singleton,52,35
2294,178,217,243,#B2D9F3,singleton,53,35
2295,230,234,156,#E6EA9C,singleton,54,35
2296,199,235,175,#C7EBAF,singleton,55,35
2297,218,251,158,#DAFB9E,singleton,56,35
2298,153,151,155,#99979B,singleton,57,35
2299,195,215,200,#C3D7C8,singleton,58,35
2300,203,158,155,#CB9E9B,singleton,59,35
2301,205,192,195,#CDC0C3,singleton,60,35
2302,150,165,144,#96A590,singleton,61,35
2303,208,158,221,#D09EDD,singleton,62,35
2304,254,180,193,#FEB4C1,singleton,63,35
2305,242,221,188,#F2DDBC,singleton,0,36
2306,159,128,221,#9F80DD,singleton,1,36
2307,152,159,213,#989FD5,singleton,2,36
2308,188,143,237,#BC8FED,singleton,3,36
2309,135,254,237,#87FEED,singleton,4,36
2310,131,162,237,#83A2ED,singleton,5,36
2311,214,247,214,#D6F7D6,singleton,6,36
2312,248,228,153,#F8E499,singleton,7,36
2313,175,207,196,#AFCFC4,singleton,8,36
2314,138,246,205,#8AF6CD,singleton,9,36
2315,210,218,198,#D2DAC6,singleton,10,36
2316,220,166,184,#DCA6B8,singleton,11,36
2317,222,163,214,#DEA3D6,singleton,12,36
2318,181,153,255,#B599FF,singleton,13,36
2319,198,144,175,#C690AF,singleton,14,36
2320,213,142,166,#D58EA6,singleton,15,36
2321,162,204,251,#A2CCFB,singleton,16,36
2322,239,168,188,#EFA8BC,singleton,17,36
2323,234,249,248,#EAF9F8,singleton,18,36
2324,163,239,177,#A3EFB1,singleton,19,36
2325,152,140,168,#988CA8,singleton,20,36
2326,135,233,180,#87E9B4,singleton,21,36
2327,167,170,215,#A7AAD7,singleton,22,36
2328,180,164,254,#B4A4FE,singleton,23,36
2329,151,234,195,#97EAC3,singleton,24,36
2330,214,177,211,#D6B1D3,singleton,25,36
2331,232,217,192,#E8D9C0,singleton,26,36
2332,157,231,169,#9DE7A9,singleton,27,36
2333,209,226,177,#D1E2B1,singleton,28,36
2334,136,241,172,#88F1AC,singleton,29,36
2335,192,186,180,#C0BAB4,singleton,30,36
2336,164,210,165,#A4D2A5,singleton,31,36
2337,213,190,166,#D5BEA6,singleton,32,36
2338,189,150,241,#BD96F1,singleton,33,36
2339,207,238,167,#CFEEA7,singleton,34,36
2340,252,215,188,#FCD7BC,singleton,35,36
2341,248,147,199,#F893C7,singleton,36,36
2342,163,185,149,#A3B995,singleton,37,36
2343,239,250,165,#EFFAA5,singleton,38,36
2344,253,180,134,#FDB486,singleton,39,36
2345,130,157,184,#829DB8,singleton,40,36
2346,170,243,233,#AAF3E9,singleton,41,36
2347,201,242,152,#C9F298,singleton,42,36
2348,157,128,242,#9D80F2,singleton,43,36
2349,173,237,170,#ADEDAA,singleton,44,36
